precipitacao;pressao;temperatura;umidade
0;885,3;18,8;93
0;885,9;19,8;90
0;886,7;21,1;84
0;887,1;21,8;77
0;887,6;22,6;74
0;887,5;23,8;70
0;887,4;25,2;60
0;886,4;26,6;53
0;885,5;27;49
0;884,6;26,9;53
0;884,4;26,8;58
3;884,3;20,7;79
0,2;884,2;23,1;61
0;884,6;22,4;66
0;885,6;21,7;74
0;886,4;21,4;72
0;886,9;21,7;72
0;887;21,5;74
0;886,7;19;85
0;886,2;18,3;89
0;885,8;20,2;78
0;885,6;17,5;89
0;885,6;17,6;90
0;885,8;19,2;83
0;886,3;18,5;88
0;886,8;19,1;88
0;887,2;21,3;71
0;888;23;68
0;888;24,2;64
0;888;24,1;63
0;887,5;25;61
0;886,5;25,6;56
0;885,5;26,2;53
0;884,9;26,6;57
0;884,4;25,8;57
0;884,4;25;60
0;885,3;22,9;71
0;885,9;22,6;63
0;886,2;21,5;74
0;887,4;21,5;72
0;887,8;20,4;73
0;888,2;20,3;74
0;888,6;19,4;78
0;888,3;18,6;77
0;887,5;18,1;75
0;886,3;18,2;74
0;885,9;16,1;82
0;886,4;16,3;83
0;886,9;16,2;84
0;887,3;18,7;77
0;888,2;20,6;71
0;888,6;23;59
0;888,7;23,2;65
0;888,4;24,3;64
0;888,1;25,5;60
0;887,2;25,8;55
0;886,5;25,6;58
0;886,2;21,9;75
2;885,7;20,7;89
0;885,5;20,1;83
0;886,8;20,3;85
0;887,4;19,9;81
0;887,3;20;84
0;888,2;19,2;88
0;888,9;19,7;83
0;889,4;19,7;83
0;889,3;19,4;83
0;888,8;18,9;86
0;888,3;18,8;88
10,4;888,8;17,3;93
4,8;888,7;17;94
1,8;889,1;17,1;93
0,6;889,1;16,9;94
0;889,6;17,7;94
0;890,1;18,5;88
0;890,6;19,4;86
0;890,9;21,6;77
0;890,7;23,1;72
0;890,4;24,3;67
0;890;24,6;65
0;888,7;25,6;62
0;887,4;27;55
0;886,9;25,4;61
0,8;887,7;20,3;74
0;888,1;20,3;83
0;888,4;19,7;84
0,2;889;19,7;91
0;889,5;19,9;92
0;890,3;19,5;90
0;890,6;19,2;90
0;890,1;19,5;91
0;889,8;18,9;91
0;889,3;18,8;92
0;888,4;19,2;93
0;888,6;19,1;91
0;889;19,4;87
0;889,3;19,2;86
0;889,9;19,1;90
0;890,3;19,7;89
0;890,9;21,9;81
0;891;23,7;72
0;890,5;24,6;71
0;890;25,9;64
0;889,4;25;62
0;888,5;23,5;74
0;887,4;23,6;73
0;887,2;22,9;76
0;887,3;23,4;74
0;888;21,2;78
0;888,6;20,8;78
0;888,9;19,5;85
0;889,4;19,3;83
0;889,9;19,3;83
0;889,9;19,1;85
0;889,3;19;85
0;888,9;18,2;88
0;888,3;18;87
0;887,7;17,2;89
0;887,5;17,4;91
0;887,7;17,5;92
0;888,2;17,6;92
0;888,7;18,4;92
0;889,2;20,5;77
0;889,5;23,1;66
0;889,4;23,7;64
0;888,9;25,2;56
0;888,4;26;58
0;887,4;27,2;54
0;886,3;26,8;53
0;885,8;26,2;55
0;885,3;23,2;71
0;885,2;22,3;64
0;885,2;22,1;69
0;885,3;20,5;81
0;886,4;20,8;77
0;887,1;19,8;85
0;887,5;20;81
0;887,8;20,7;83
0;887,5;20,1;85
0;887,3;20;85
0;886,8;19,9;84
0;886,5;19,4;88
0;886,7;19,4;87
0;886,8;18,7;92
0;886,9;18,4;92
0;887,3;20,1;92
0;887,9;22,7;75
0;888,3;24,7;66
0;888,5;25,8;62
0;888,2;26,3;61
0;887,7;27,9;54
0;886,8;28,1;52
0;885,8;28,7;49
0;885,1;29;49
0;884,4;27,7;52
0;884,2;28,1;48
0;885,1;26,7;54
0;886,2;24,9;62
0;886,5;22,3;71
0;887,2;21,9;73
0;888,3;21,6;74
0;888,4;21,4;76
0;888,1;21,1;78
0;887,9;19,3;86
0;887,6;19,7;85
0;887,1;18,5;90
0;887,2;18,6;91
0;887,4;18,1;92
0;887,8;17,9;93
0;888,2;19,5;89
0;889,2;21,6;78
0;889,7;23,9;70
0;889,6;25,6;61
0;889,5;26,2;59
0;889,2;27,1;52
0;888,7;28,6;47
0;888;29,3;44
0;887,7;27,9;42
0;887;29,3;38
0;886,5;28,7;39
0;886,4;27,7;44
0;886,7;26;49
0;887,5;25,1;55
0;888,2;24,1;60
0;888,8;24;62
0;888,9;23,2;64
0;888,7;22,4;68
0;888,5;19,8;79
0;887,9;20,2;78
0;887,5;18,7;79
0;887,6;17,8;89
0;887,9;19;83
0;888,3;20,2;77
0;888,8;22;68
0;889,5;23,5;62
0;890;25;57
0;890;26,1;56
0;890,1;26,5;52
0;889,9;27,2;46
0;889,2;28;47
0;888,6;28,4;42
0;888,3;29,2;38
0;887,7;29;33
0;887,5;28,7;34
0;887,6;27,3;38
0;887,7;25,8;46
0;888,7;24,9;53
0;889,5;24;59
0;890;23,4;59
0;889,9;22,2;65
0;889,7;22;65
0;889,2;21,7;66
0;888,6;21,2;69
0;888,2;20,5;72
0;888,2;19,9;75
0;888,4;19,7;74
0;888,5;19,2;78
0;889,2;20,9;71
0;889,7;22,1;64
0;890,2;23,2;62
0;890,3;24,9;60
0;890,2;25,9;58
0;889,9;26,7;55
0;889,2;27,5;53
0;888,5;27,7;50
0;887,8;29;46
0;887,2;29,3;45
0;886,7;29,2;41
0;887,1;26,7;53
0;887,3;23,8;66
0;887,9;22,9;66
0;888,2;21,2;74
0;889,4;21,7;73
0;889,7;22,2;67
0;889,5;20,6;83
0;889;20,3;84
0;888,5;20,6;85
0;888;20,4;84
0;887,8;20,1;81
0;888,1;19,6;83
0;888,7;18;90
0;889,3;20;89
0;890,1;23,4;70
0;890,4;24,1;66
0;890,5;26,6;57
0;889,9;26,7;58
0;889,3;26,2;60
0;887,9;27,8;54
0;887,4;22,6;67
1,2;886,6;19,9;88
0,6;887,2;20,1;87
9,6;888;18,6;92
0,2;887,8;17,7;91
0;888,1;17,8;90
0;888,1;17,9;87
0;889,4;17,7;86
0;889,9;17,7;89
0;889;17,6;89
0;888,5;17,5;89
0;887,7;17,5;90
0;887;17,5;92
0;887;18,1;87
0;886,9;17,8;88
0;887;17,5;89
0;887,4;17,3;92
0;888;18,5;84
0;888,8;20,8;74
0;889,1;21,8;71
0;889,1;23,7;68
0;888,9;25,1;68
0;888,1;26,5;62
0;887;26,1;63
2,8;886,3;22;74
3,2;885,7;22,5;74
0;885,6;21,6;70
0;885,4;19,8;84
0;885,4;20,1;89
0,2;885,9;20;91
0;886,8;19,9;88
0;887,3;20,2;84
0;887,6;19,5;88
0;888,2;18,5;91
0;887,6;18,5;93
0;887,3;18,3;93
0;886,7;18;94
0;886,4;18;94
0;885,9;17,9;94
0;886,1;17,8;94
0;886,5;16,9;94
0;887,1;19,3;95
0;887,8;22,6;77
0;888,4;23,5;72
0;888,5;24,4;68
0;888,5;26,2;62
0;887,7;26,7;58
0;886,8;27,6;55
0;885,7;27,4;56
0;885,2;26,4;57
0;885;25,7;57
0,2;885,5;22;74
0,8;886,1;20,1;84
0;886,2;19,8;84
0;886,8;19,4;88
0;887,4;19,3;90
0;887,8;19,4;89
0;888;19,6;86
0;888,2;19,2;87
0;886,9;18,9;92
0;886,2;18,6;91
0;886,1;17,4;93
0;886,3;18;94
0;886,7;18,2;93
0;887,2;17,9;90
0;887,7;19,8;88
0;888,3;21,6;70
0;888,9;23,6;60
0;889,1;24,4;55
0;889,3;25,5;50
0;888,8;26,4;51
0;888,2;27,3;46
0;887,2;28,2;43
0;886,3;26,9;43
0;885,4;28;38
0;885,1;26,9;40
0;885,2;26,9;42
0;886,2;23,6;56
0;886,5;22;64
0;887,2;22,8;54
0;887,8;20,8;63
0;888,2;19,8;70
0;888;21,8;59
0;887,6;21,4;63
0;886,8;20,9;65
0;886,5;17,7;80
0;886,4;17,2;84
0;886,2;16,8;87
0;886,5;17;86
0;887,2;19,5;82
0;887,8;23,9;55
0;888,1;25,2;48
0;888,1;26,1;47
0;887,6;27;38
0;887;28;37
0;886,3;28,1;37
0;885,4;27,8;35
0;884,5;28,2;36
0;884;28,3;34
0;883,3;28,5;34
0;883,3;27,1;42
0;883,7;23,1;66
0;884,5;21,8;71
0;885,1;21,7;70
0;885,8;20,5;74
0;886;20,4;75
0;885,9;21,3;75
0;885,4;21,5;69
0;884,9;21,6;68
0;884,7;19,9;74
0;884,9;20;77
0;885,2;19,3;81
0;885;18,6;86
0;885,9;21,1;80
0;886,3;23,5;70
0;886,5;25,4;57
0;886,7;26,5;46
0;886,5;27,7;45
0;886,3;28,7;40
0;885,1;28,1;43
0;884;30,1;41
0;882,7;29,4;36
0;882,7;28,2;46
1,8;883;22,3;76
1;883,4;22,3;73
18,2;884,1;19,2;92
0,2;884,7;19,4;92
0,2;885,7;20,2;93
0;886,2;19,9;92
0;886,5;19,4;92
0;885,9;19,4;93
0;885,8;19,6;92
0;885,4;20,3;88
0;885,4;20,2;87
0;885,1;19,6;87
0;885,4;18,6;91
0,2;886,6;19,6;86
4,2;886,9;18,1;91
0;887,4;19,2;89
0;887,7;22,8;71
0;887,5;23,4;68
0;887,5;24,8;65
0;887;23,5;66
0;886,8;21;78
0;885,9;21,8;75
0;884,8;21,7;67
0;884,7;21,9;65
0;885;22;65
0;885;21,4;70
0;886,1;20,9;80
0;886,9;20;84
0;887,9;20,2;83
0;888,2;20,2;79
0;888,6;18,6;88
0;888,7;18,3;91
0;888,5;18,6;89
0;887,6;18,8;90
0,6;888,2;17,8;84
2,2;887,3;16,9;88
1,2;886,8;16,8;91
0;886,6;16,9;89
0;887,2;17,9;84
0;887,4;19,2;82
0;887,9;20,3;81
0;888,1;21,4;76
0;887,8;22,7;71
0;887,3;24,2;64
0;886,7;25,4;60
0;885,9;26,3;55
0;885,1;25;64
0;884,2;24,1;66
0;884,6;23,5;69
0;885,3;23,3;67
0;886,2;20,2;81
0;886,6;19,7;85
0;887,3;19,1;88
0;888,1;19,3;90
0;888,7;18,9;92
0;888,5;18,9;90
0;888;19,2;92
0;887,8;19,4;90
0,4;887,4;19,4;91
2,2;887,2;18,9;93
2,2;887,5;18,7;94
6,6;887,8;18;93
1;888,2;17,9;93
0;888,9;19,4;88
0;889,5;20,2;84
0;889,6;21,4;80
0;889,4;21,8;80
0;888,7;23,3;72
0;887,9;24,3;68
0;886,8;26;62
0;885,9;26,5;57
0;885,1;26,4;56
0;884,9;26;57
0;885,3;25,4;59
0;885,7;22,8;74
0;886,2;22,2;79
0;886,8;22;84
0;887,4;21,6;82
0;888;21,4;85
0;887,9;21,3;86
0;887,6;20,8;88
0;887,1;20,4;89
0;886,6;20,3;90
0;886,8;20,3;90
0;886,8;20,3;90
0,4;887,2;19,9;92
0,8;887,9;19,9;93
0,6;888,3;20;93
0,2;889,2;20,4;92
0,4;889,7;20,6;91
0,2;889,6;21,3;88
0;889;22,2;82
0;888,2;24;76
0;887,3;25,8;62
0;886,4;25,6;60
0;885,5;25,5;62
0;885,1;25,5;60
0;885,3;23,6;66
0;885,5;22,5;69
0;886,1;21;75
0;887;19,3;88
0;887,1;20,1;80
0;887,1;18,8;87
0;886,7;19,2;83
0;886,4;17,7;90
0;886,1;17,4;92
0;885,9;17,4;92
0;885,6;18,4;93
0;885,6;17,2;93
0;886;17,2;91
0;886,7;20;85
0;887,4;21,5;80
0;887,8;23;76
0;887,9;23,5;72
0;887,7;24,1;69
0;887,3;26,2;62
0;886,4;25,6;59
0;885,4;26,8;57
0;885,3;25,4;64
0;885,1;21,1;78
0;885;22,2;74
0;885,5;22,4;74
0;886,6;21,7;78
0;887,3;20,3;80
0;887,5;19,9;78
0;887,7;19,4;85
0;887,6;19,4;87
0;887,4;19;89
0;887;18,5;90
0;886,6;17,7;92
0;886,2;18,3;91
0;886,3;18,4;90
0;886,8;18,5;90
0;886,8;18,4;87
0;887;18,7;87
0;887,9;20,5;82
0;888,7;20,9;80
0;888,8;21,9;78
0;888,5;23,5;72
0;887,9;24,5;67
0;886,9;26,6;59
0;885,7;26,5;55
0;884,9;26,2;56
0;884,7;26,1;55
0;885,1;25,7;55
0;885,1;24,9;60
0;885,5;23,2;70
0;886,2;21,5;79
0;887,1;21,8;80
0;887,8;20,1;88
0;888,1;20,5;89
0;887,7;20,5;88
0;886,9;20,6;89
0;886,2;20;90
0;886,2;20,1;90
0;886;20;91
0;886,3;19,7;89
0;886,6;19,8;89
0,2;887,5;20;91
0,2;888,6;20;90
0,8;889,2;18,7;92
0;888,7;20,7;86
0;888,3;22,9;75
0;887,6;24,1;69
0;887,2;25,5;63
0;886,7;25,4;64
0;886,1;25,1;60
0;885,8;24,8;61
0;885,6;24,3;64
0;885,4;23,5;71
0;886,2;23;73
0;886,9;22,4;77
0;887,9;22,5;76
0;888,1;22,1;79
0;888,2;21,2;83
0;888;20,9;86
0;887,6;21,2;83
0;887;20,6;85
0;886,5;20,6;85
0;886,5;20;87
0;886,8;20;88
0;886,7;19,6;90
0;887,5;19,7;91
0;888,6;20,3;87
0;889,2;21;79
0;889,5;21,1;78
0;889,3;22,1;72
0;889,1;19,9;78
0;888,3;21,5;76
0;887,4;22,2;72
0;886,6;22,5;69
0;885,9;23,6;67
0;885,4;23,8;66
0;885,4;23,3;67
0;886,2;21;79
0;887,1;20,5;82
0;887,6;19,6;87
0;888,1;19,6;86
0;888,5;18,7;89
0;887,8;18,8;89
0;887,5;19;86
0;887,1;19,1;87
0;886,6;18,8;87
0;886,3;17,9;87
0;886,3;18,3;84
0;886,3;18;87
0;886,8;19,1;82
0;887,5;20,7;80
0;888,1;21,7;79
0;888,1;22,8;74
0;887,9;22,7;78
0;887,4;24,8;63
0;886,5;25,6;61
0;885,5;23,1;70
0;884,5;23;72
0;884,3;23,3;69
0;884,3;23;67
0;884,7;20,9;84
0;884,9;20,6;85
0;885,5;20,4;83
0;886,3;19,7;89
0;886,9;19,5;90
0;887;19,9;91
0;886,6;20,2;87
0;886,1;19,7;88
0;885,7;19,2;91
0;885,5;19;91
0;885,3;18,8;91
0;885,4;18,5;92
1,2;885,6;18,6;93
1,6;886,5;17,7;93
10,4;887,5;17,8;94
2,6;888;17,8;92
0,6;887,8;19,7;89
0;887,5;21;81
0;887,1;23,6;73
0;886,1;24,3;67
0;884,9;25,3;64
0;883,8;25,7;60
0;883,5;24,3;65
6,6;883,7;19,5;90
9,4;884,4;18,4;93
7,8;885;18,5;94
2;885,6;18,6;94
0,4;886,1;18,6;94
0;886,7;18,6;94
0,2;886,7;18,7;94
0;886,2;18,8;95
0;885,9;18,8;94
0;885,8;18,7;94
0;885,3;18,9;94
0;885,2;18,8;95
0;885,5;18,7;95
0,2;885,9;19,2;90
0,6;886,2;19;92
0;886,8;20,7;85
0;887,7;21,9;76
0;887,6;22,8;69
0;887,5;23,6;67
0;887,1;23,2;67
0;886;22;73
0;885;22,6;69
0;884,3;22,7;71
0;884,2;23,5;70
0;884,5;22;72
0,4;885,1;17,9;85
0;885,2;18,9;88
0;885,9;19,2;88
0,2;886,5;19;87
0;886,7;18,2;93
0;886,8;18,5;93
0;886,7;17,7;93
0;886,2;18,5;93
0;885,8;18;94
0;885,9;18,1;92
0;886;18,1;94
0;886,2;18,2;94
0,2;886,4;18,2;94
0;887,1;18,1;94
0;887,9;18,6;93
0;888,5;19,7;86
0;888,6;21,4;81
0;888,6;22;77
0;888,2;23,7;65
0;887,4;23,8;62
0;886,5;24,7;59
0;885,8;24,8;57
0;885,5;23,9;60
0;885,5;22,9;65
0;885,7;22,1;69
0;886,2;20,9;75
0;886,7;20,3;81
0;887,3;19,7;83
0;887,8;19,3;81
0;888;19,3;80
0;887,6;19,7;77
0;887;19,5;78
0;886,7;19,2;80
0;886,4;18,9;84
0;886,1;18,1;86
0;886,4;18,3;91
0;886,5;17,9;90
0;887,1;18,4;89
0;887,7;20,5;73
0;888,4;22,2;64
0;888,8;23,5;56
0;888,6;24,9;55
0;888;25,1;54
0;887,2;25,2;55
0;886,1;26,5;46
0;885,3;26,7;49
0;884,9;25,3;51
0;885,2;24,6;49
0;885,7;23,9;53
0;886,4;22,9;61
0;887,3;20,1;84
0;888,2;19,6;83
0;888,6;19,2;87
0;888,1;18,7;88
0;888,1;18,5;91
0;887,6;18,4;90
0;887;18,4;90
0;886,8;18,3;90
0;886,5;17,9;90
0;886,6;17,9;88
0;886,7;17,3;92
0;887,2;17,8;93
0;887,8;21;78
0;888,5;22,4;68
1,2;888,7;19,9;86
0,2;888,8;22,2;75
3;888,5;20,3;80
6,4;887,5;19,3;92
6;886,7;19,7;93
2,6;885,9;19;91
0;885,5;20,9;83
0;885,3;21,3;81
0;885,7;19,7;82
0;886,2;19,1;83
0;887;18,8;85
0;887,9;19,3;82
0;888,5;19,2;80
0;888,6;19,2;79
0;888,4;19,5;77
0;888,2;19,1;81
0;887,5;18;90
0;887,1;19,4;81
0;886,7;18,3;88
0;886,7;18,1;92
0;886,8;18,2;91
0;887,5;19,6;87
0;888,4;21,1;78
0;889,1;22,5;73
0;889,1;22,7;74
0;889;22,9;72
0;888,3;24,7;67
0;887,5;22,9;71
0;886,6;24,2;67
0,6;886,9;18,8;91
0;886,9;19,1;91
0,6;887,3;19,2;90
1,4;887,6;19;92
1,6;887,3;18,2;93
0;888,1;18,6;94
0;888,9;18,6;94
0,2;889,2;18,6;94
0;889,1;18,4;94
0;888,7;17,8;94
0;888,4;17,5;95
0;887,7;18,5;88
0;887;16,8;92
0;887,3;17,5;93
0;887,6;17,2;94
0;888;16,9;94
0;889;18,2;94
0;889,7;19,1;91
0;890,7;18,8;89
0,2;891;19,3;87
0;891;22,1;76
0;890,3;22,5;73
0;889,1;23,9;68
0;888,2;25,1;63
0;887,3;25,3;62
0;886,9;24,6;64
0;886,6;24,6;61
0;886,5;23,3;64
0;887;22;71
0;887,8;21,4;74
0;888,6;21;74
0;889,1;19,8;81
0;889,1;20,2;80
0;889,2;20,1;80
0;888,8;18,7;84
0;888,6;17,2;92
0;888,1;17,1;93
0;887,7;17,2;94
0;887,8;17;93
0;888,3;17,3;92
0;888,9;18;93
0;889,5;20,3;83
0;890,2;22,4;76
0;890,6;23,5;71
0;890,5;25,1;65
1,6;889,8;23,5;70
0;889;25,6;62
0;888,1;26;60
0,4;887,1;23,3;73
0;886,7;26,6;54
0;886,5;26,2;53
0;886,9;24,2;63
0;887,4;22,8;69
0;887,7;21,9;75
0;888,4;21,1;80
0;889;19,2;86
0;888,9;20,6;78
0;889,1;18,1;90
0;888,6;19,9;81
0;888,2;18,6;88
0;887,8;17;92
0;887,5;17,4;93
0;887,9;17,5;90
0;888,2;19;84
0;888,8;19,9;80
0;889,4;21,4;70
0;889,9;22,8;65
0;890,1;23,5;61
0;890;24,9;56
0;889,4;25,9;52
0;888,7;26,8;45
0;887,9;26,4;49
0;887,2;27,1;49
0;886,5;27,2;43
0;886,2;26,4;44
0;886,1;25,2;47
0;886,1;23,3;56
0;886,8;22,7;58
0;887,5;22,3;62
0;888,3;21,7;63
0;888,4;21,3;61
0;888,3;18,8;71
0;887,9;16,6;85
0;887,6;16;86
0;887,2;15,1;85
0;887;15,6;89
0;887;14,9;90
0;887,3;17,9;72
0;887,9;19,3;69
0;888,5;21,7;58
0;889,1;23,3;55
0;889,4;24,8;51
0;889,3;25,7;48
0;888,9;26,3;45
0;888,2;27,3;36
0;887,5;27,3;39
0;887;27,4;40
0;886,7;27,5;36
0;886,5;27,5;35
0;886,5;25,8;42
0;886,8;22,8;56
0;887,1;22,3;61
0;887,7;22,5;58
0;888,3;22;55
0;888,4;21,9;56
0;888,3;18,8;70
0;888,2;17,6;80
0;887,9;17,9;77
0;887,5;18,6;77
0;887,4;19,6;70
0;887,5;17;82
0;887,9;16;85
0;888,5;19,9;67
0;889,3;22,1;59
0;890,1;23,9;53
0;890,3;25,3;52
0;889,9;26,5;48
0;889,2;27,3;42
0;888,6;28,3;42
0;887,8;28,8;37
0;887;28,5;36
0;886,5;28,7;37
0;886,3;28;39
0;886,3;26,4;45
0;886,3;22,3;66
0;887;24,1;56
0;887,6;24,1;54
0;888,1;23,5;56
0;888,4;20,3;72
0;888,5;19,4;76
0;888,3;19,2;80
0;887,5;18,7;80
0;886,8;18;81
0;886,8;17,9;82
0;887;17,3;83
0;887,2;17,3;83
0;887,8;19,4;74
0;888,4;22,9;61
0;888,9;25;51
0;888,9;26,5;51
0;888,7;26,6;47
0;887,7;27,6;44
0;886,8;28,4;40
0;885,7;29,2;41
0;885,3;27,6;42
0;885;29,7;39
0;885,1;28,6;40
0;885,4;26,8;46
0;885,5;25,8;54
0;886,5;24,7;57
0;886,9;24,1;59
0;887,4;24,3;58
0;887,5;23,5;62
0;887,5;22,7;67
0;887,1;20,7;79
0;886,8;19,9;81
0;886,2;20,2;79
0;886,2;18,9;83
0;886,5;18,2;87
0;886,9;18;89
0;887,5;19,4;85
0;888,3;22,6;68
0;888,7;23,7;63
0;888,7;24,6;62
0;888,4;26;58
0;887,7;26,4;56
0;887;27,8;49
0;886,1;27,5;49
0;885,5;27;54
0;885,7;26,6;53
0;885,8;22,6;66
0;886,1;22,5;70
0;886,3;22,9;71
0;886,6;21,6;82
0;887,1;22,3;78
0;887,5;22,9;70
0;887,7;22,9;69
0;887,5;21,9;74
0;887,1;21,2;77
0;886,8;21,3;75
0;886,5;20,9;77
0;886,5;20,1;80
0;886,7;19,8;82
0;887,4;19,5;82
0;888;20,2;76
0;888,5;21,3;71
0;889,2;22,1;61
0;889,5;23,3;57
0;889,3;24,7;50
0;888,8;25,5;50
0;887,9;26,9;48
0;887,3;26,1;50
0;886,8;26,6;48
0;886,5;27,2;44
0;886,3;25,8;47
0;886,5;24,3;52
0;886,6;22,9;58
0;887,1;22,3;60
0;887,8;21,4;65
0;888,6;21,2;62
0;888,9;20,8;61
0;888,9;20,3;61
0;888,6;15,9;79
0;888,5;16,8;79
0;888,4;15;85
0;888,3;14,9;84
0;888,6;15,2;84
0;888,8;14,9;84
0;889,3;17,5;78
0;890,3;20,9;59
0;890,8;22,8;52
0;890,6;23,8;49
0;890;24,9;49
0;889,5;26,1;45
0;888,7;27,1;42
0;888;27,7;40
0;887,1;27,6;35
0;886,6;28,9;35
0;886,6;26,5;36
0;886,6;25,5;44
0;886,6;24,3;51
0;886,8;22,4;63
0;887,6;19,8;74
0;888;19,4;75
0;888,2;19;76
0;888;18,5;79
0;887,9;18,4;80
0;887,7;17,4;83
0;887,4;17,1;84
0;887,2;16,6;85
0;887;16,3;85
0;887,4;15,8;90
0;888;18,7;78
0;888,5;23,6;60
0;889,2;23,8;57
0;889,2;25,4;49
0;889,3;26,9;46
0;888,8;27,9;44
0;888,1;28,2;42
0;887,3;29;39
0;886,6;27,6;43
0;886,1;29,2;43
0;885,8;27,8;39
0;885,9;25,8;54
0;886,2;24;61
0;886,9;23;72
0;888,1;22,7;66
0;888,5;21,1;72
0;888,4;19,8;76
0;887,7;19,4;79
0;887,3;18,4;84
0;886,8;19,4;82
0;886,4;19,4;83
0;886,4;18,6;83
0;886,3;18,9;78
0;886,5;17,6;83
0;887,2;20,3;71
0;887,7;22,2;64
0;887,9;24,3;57
0;887,9;26,3;52
0;887,5;27,4;46
0;886,7;27,9;44
0;885,8;28,4;46
0;884,7;29;35
0;884,2;28,4;36
0;883,9;28,3;40
0;884;26,3;54
0;884,2;23,4;67
0;885;22,7;64
0;886;20,9;77
0;886,3;20,7;70
0;886,2;20,6;69
0;886,3;19,5;79
0;886;19,7;78
0;885,5;19,3;77
0;885,3;19,7;76
0;885;19,8;78
0;885,1;18,2;86
0;885,3;18,2;88
0;885,7;18,9;83
0;886,4;20,5;81
0;887,6;19,4;80
0;887,9;19,1;87
0;888,1;22,2;76
0;887,8;23,2;64
0;887,3;25,1;63
0;886,2;25,5;55
0;885,3;24,9;62
0;885,2;22;59
0,8;885,6;17,8;87
0,6;885,5;18,2;86
0;885,8;17,7;84
0;887,3;18,6;83
0;887,4;18,3;80
0;887,3;18;84
0;887,3;17,7;86
0;887,8;18;78
0;887,5;18,1;80
0;887,2;18;77
0;887;17,4;81
0;886,7;17,5;81
0;886,1;17,9;77
0;886,1;18,1;75
0;886,3;18,1;73
0;886,8;18,1;75
0;887,7;18,7;74
0;888,2;20,1;72
0;888,2;22,5;62
0;888;23;57
0;887,3;24;55
0;886,7;24,7;55
0;885,9;24,8;54
0;885,6;21,1;66
0,2;885,8;18,5;89
0,2;885,4;18,8;87
0;885,8;18,8;88
0,2;886,7;18,5;87
0;887,1;18,9;89
0;887,8;19,2;89
0;888,3;18,4;87
0;888,1;18,3;83
0;887,6;18,3;81
0;887,3;17,1;88
0;886,7;17,2;91
0;886,1;17,6;84
0;885,9;17,6;87
0;885,7;17,5;85
0;886;17,4;87
0;886,4;16,6;91
0;887,2;19,5;76
0;887,7;20,3;74
0;888,1;21,6;72
0;887,8;22,3;65
0;887,2;22,9;63
0;886,2;23,8;62
0;885,3;24,1;58
0;884,6;25,6;53
0;884,2;24,4;55
0;884,1;24,1;57
0;884,3;22,7;64
0;884,6;21,8;68
0;885,2;21,2;71
0;885,5;20,7;74
0;886;20,3;74
0;886,3;19,3;79
0;886,3;18,9;84
0;886;19,4;82
0;885,5;19,8;82
0;885,3;19,4;85
0;885,2;19,2;86
0;885,3;18,6;87
0;885,6;17,4;92
0;886,4;18,9;91
0;886,9;21,7;73
0;887,4;22,2;72
0;887,7;24,1;64
0;887,2;23,9;62
0;886,4;25,4;58
0;885,3;25,7;57
0;884,3;26;51
0;883,7;25,4;55
0;883,4;22,6;70
3;884,6;18,7;87
3,2;884,2;19,3;91
0;884,8;19,2;92
0,2;885,4;19,4;90
0;886;19,6;92
0;886,4;19;90
0;886,9;19,9;88
0;886,8;20,1;85
0;886,2;20;82
0;885,7;19,6;83
0;885,5;19,5;85
0;885,1;18,8;89
0;885,3;17,7;92
0;885,7;17,5;93
0;886,2;19,5;87
0;886,5;21;78
0;886,7;22,2;75
0;887,1;23,7;69
0;886,9;25,7;61
0;886,3;24,9;60
0;885,5;25,7;54
0;884,4;27,3;49
0;883,6;25,9;55
0;883,1;26,8;51
0;883,1;26,3;56
0;883,2;24,7;61
0;884,1;23,5;67
0;884,8;23,2;70
0;885,6;22,9;73
0;885,9;20,4;84
0;886,3;21,3;79
0;886,4;20,2;83
0;885,9;19,7;87
0;885,6;19,8;87
0;885,1;19,8;87
0;885,2;19,7;87
0;885,5;20;87
0;885,7;19,5;92
0;886,5;19,6;92
0,2;887,1;19,9;89
0;887,9;22,3;76
0;888,2;23,2;73
0;887,9;23,1;69
4;887,2;20,6;89
0;886,8;21,7;78
0;886;22,2;77
0,6;885,5;20,7;88
0;885,7;20,2;91
0,6;885,2;20;91
0;886;19,9;92
0;886;19,8;93
0;886,5;19,3;94
0;887,2;19,2;94
0;887,6;19,2;94
0;887,6;19,2;94
0;887,3;19;94
0;886,7;19,3;94
0;886,5;19,3;94
0;886,5;19,3;94
0,2;886,5;19,1;94
0;886,3;18,9;94
0;886,6;18,2;94
0;887,2;18,3;95
0;887,6;20,6;94
0;888,3;22,1;77
0;888,8;23,4;70
0;888,6;24,9;65
0;887,8;26,5;59
0;887,1;26,2;57
0;886;27,5;54
0;885,2;27,9;53
0;885;26,2;58
0;885,7;21,8;76
0;885,9;21,4;80
0,6;886,7;20,4;85
0;887,5;20,7;85
0;888,3;20,7;86
1,2;888,6;19,6;92
0;888,7;19,4;93
0;889;19,2;93
0;888,5;19,2;91
0;887,9;19;92
0,2;887,4;18,7;92
0;887,3;18,6;93
0;887,1;18,5;93
0;887,3;18,2;93
0;887,9;18,6;92
0;888,6;20,5;82
0;889;22,2;76
0;889,5;23,5;72
0;889,5;24,4;71
0;889;25,6;65
0;888,2;26,1;63
0;887;25,5;63
0;886,6;23;76
0;885,9;21,4;79
0;885,9;22,9;73
